stop1;stop2;temps
StopPoint:OCETrain TER-87645101;StopPoint:OCETrain TER-87645002;85
StopPoint:OCETrain TER-87645002;StopPoint:OCETrain TER-87645101;7
StopPoint:OCETrain TER-87611749;StopPoint:OCETrain TER-87611764;15
StopPoint:OCETrain TER-87611764;StopPoint:OCETrain TER-87611772;23
StopPoint:OCETrain TER-87611772;StopPoint:OCETrain TER-87611806;41
StopPoint:OCETrain TER-87611806;StopPoint:OCETrain TER-87611814;46
StopPoint:OCETrain TER-87611814;StopPoint:OCETrain TER-87611822;57
StopPoint:OCETrain TER-87611822;StopPoint:OCETrain TER-87611830;63
StopPoint:OCETrain TER-87611830;StopPoint:OCETrain TER-87611921;68
StopPoint:OCETrain TER-87611921;StopPoint:OCETrain TER-87611467;72
StopPoint:OCETrain TER-87611467;StopPoint:OCETrain TER-87446179;78
StopPoint:OCETrain TER-87446179;StopPoint:OCETrain TER-87497461;83
StopPoint:OCETrain TER-87497461;StopPoint:OCETrain TER-87611301;88
StopPoint:OCETrain TER-87611301;StopPoint:OCETrain TER-87611004;93
StopPoint:OCETrain TER-87611939;StopPoint:OCETrain TER-87446179;36
StopPoint:OCETrain TER-87353581;StopPoint:OCETrain TER-87353599;6
StopPoint:OCETrain TER-87353599;StopPoint:OCETrain TER-87611939;9
StopPoint:OCETrain TER-87353573;StopPoint:OCETrain TER-87446179;14
StopPoint:OCETrain TER-87618207;StopPoint:OCETrain TER-87611707;57
StopPoint:OCETrain TER-87612028;StopPoint:OCETrain TER-87612002;64
StopPoint:OCETrain TER-87613877;StopPoint:OCETrain TER-87613893;38
StopPoint:OCETrain TER-87613893;StopPoint:OCETrain TER-87613463;53
StopPoint:OCETrain TER-87613463;StopPoint:OCETrain TER-87613471;63
StopPoint:OCETrain TER-87613471;StopPoint:OCETrain TER-87613489;71
StopPoint:OCETrain TER-87613489;StopPoint:OCETrain TER-87613802;81
StopPoint:OCETrain TER-87613802;StopPoint:OCETrain TER-87615252;102
StopPoint:OCETrain TER-87645440;StopPoint:OCETrain TER-87645473;245
StopPoint:OCETrain TER-87645473;StopPoint:OCETrain TER-87645481;257
StopPoint:OCETrain TER-87645481;StopPoint:OCETrain TER-87645507;270
StopPoint:OCETrain TER-87645507;StopPoint:OCETrain TER-87734871;295
StopPoint:OCETrain TER-87734871;StopPoint:OCETrain TER-87734251;314
StopPoint:OCETrain TER-87734251;StopPoint:OCETrain TER-87734244;320
StopPoint:OCETrain TER-87734244;StopPoint:OCETrain TER-87734202;333
StopPoint:OCETrain TER-87734202;StopPoint:OCETrain TER-87782607;356
StopPoint:OCETrain TER-87782607;StopPoint:OCETrain TER-87734004;361
StopPoint:OCETrain TER-87734004;StopPoint:OCETrain TER-87782607;4
StopPoint:OCETrain TER-87611616;StopPoint:OCETrain TER-87611624;5
StopPoint:OCETrain TER-87611624;StopPoint:OCETrain TER-87611327;9
StopPoint:OCETrain TER-87611327;StopPoint:OCETrain TER-87611343;17
StopPoint:OCETrain TER-87611343;StopPoint:OCETrain TER-87611350;24
StopPoint:OCETrain TER-87611350;StopPoint:OCETrain TER-87611368;31
StopPoint:OCETrain TER-87611368;StopPoint:OCETrain TER-87611376;39
StopPoint:OCETrain TER-87611376;StopPoint:OCETrain TER-87611384;45
StopPoint:OCETrain TER-87611384;StopPoint:OCETrain TER-87611392;52
StopPoint:OCETrain TER-87611392;StopPoint:OCETrain TER-87618116;57
StopPoint:OCETrain TER-87618116;StopPoint:OCETrain TER-87611400;63
StopPoint:OCETrain TER-87611400;StopPoint:OCETrain TER-87611301;72
StopPoint:OCETrain TER-87611533;StopPoint:OCETrain TER-87611558;9
StopPoint:OCETrain TER-87611558;StopPoint:OCETrain TER-87611574;16
StopPoint:OCETrain TER-87611574;StopPoint:OCETrain TER-87611590;25
StopPoint:OCETrain TER-87611590;StopPoint:OCETrain TER-87611616;41
StopPoint:OCETrain TER-87611509;StopPoint:OCETrain TER-87611517;24
StopPoint:OCETrain TER-87611517;StopPoint:OCETrain TER-87611525;38
StopPoint:OCETrain TER-87611525;StopPoint:OCETrain TER-87611533;51
StopPoint:OCETramTrain-87193615;StopPoint:OCETramTrain-80253914;29
StopPoint:OCETramTrain-80253914;StopPoint:OCETramTrain-87193615;30
StopPoint:OCETrain TER-87611665;StopPoint:OCETrain TER-87611244;47
StopPoint:OCETrain TER-87611244;StopPoint:OCETrain TER-87613398;56
StopPoint:OCETrain TER-87613398;StopPoint:OCETrain TER-87613356;63
StopPoint:OCETrain TER-87613356;StopPoint:OCETrain TER-87613323;78
StopPoint:OCETrain TER-87613323;StopPoint:OCETrain TER-87613000;94
StopPoint:OCETrain TER-87613000;StopPoint:OCETrain TER-87613174;113
StopPoint:OCETrain TER-87613174;StopPoint:OCETrain TER-87613141;124
StopPoint:OCETrain TER-87613141;StopPoint:OCETrain TER-87594333;139
StopPoint:OCETrain TER-87594333;StopPoint:OCETrain TER-87594325;152
StopPoint:OCETrain TER-87594325;StopPoint:OCETrain TER-87594002;166
StopPoint:OCETrain TER-87611699;StopPoint:OCETrain TER-87611681;60
StopPoint:OCETrain TER-87611681;StopPoint:OCETrain TER-87611673;64
StopPoint:OCETrain TER-87611673;StopPoint:OCETrain TER-87611665;69
StopPoint:OCETrain TER-87611657;StopPoint:OCETrain TER-87611434;81
StopPoint:OCETrain TER-87611434;StopPoint:OCETrain TER-87611004;89
StopPoint:OCETrain TER-87611459;StopPoint:OCETrain TER-87611897;53
StopPoint:OCETrain TER-87611897;StopPoint:OCETrain TER-87611889;60
StopPoint:OCETrain TER-87611889;StopPoint:OCETrain TER-87611863;70
StopPoint:OCETrain TER-87611863;StopPoint:OCETrain TER-87611855;75
StopPoint:OCETrain TER-87611855;StopPoint:OCETrain TER-87586008;88
StopPoint:OCETrain TER-87328021;StopPoint:OCETrain TER-87615476;46
StopPoint:OCETrain TER-87615476;StopPoint:OCETrain TER-87615484;56
StopPoint:OCETrain TER-87615484;StopPoint:OCETrain TER-87615492;65
StopPoint:OCETrain TER-87615492;StopPoint:OCETrain TER-87615468;85
StopPoint:OCETrain TER-87615468;StopPoint:OCETrain TER-87615526;93
StopPoint:OCETrain TER-87615526;StopPoint:OCETrain TER-87615542;103
StopPoint:OCETrain TER-87615542;StopPoint:OCETrain TER-87615526;9
StopPoint:OCETrain TER-87611038;StopPoint:OCETrain TER-87611400;7
StopPoint:OCETrain TER-87611095;StopPoint:OCETrain TER-87611087;5
StopPoint:OCETrain TER-87611087;StopPoint:OCETrain TER-87611079;10
StopPoint:OCETrain TER-87611079;StopPoint:OCETrain TER-87611061;19
StopPoint:OCETrain TER-87611061;StopPoint:OCETrain TER-87611053;25
StopPoint:OCETrain TER-87611053;StopPoint:OCETrain TER-87611046;30
StopPoint:OCETrain TER-87611046;StopPoint:OCETrain TER-87611038;36
StopPoint:OCETrain TER-87611103;StopPoint:OCETrain TER-87611137;73
StopPoint:OCETrain TER-87611137;StopPoint:OCETrain TER-87611152;85
StopPoint:OCETrain TER-87611152;StopPoint:OCETrain TER-87611137;8
StopPoint:OCETrain TER-87671123;StopPoint:OCETrain TER-87671156;84
StopPoint:OCETrain TER-87671156;StopPoint:OCETrain TER-87671172;93
StopPoint:OCETrain TER-87671172;StopPoint:OCETrain TER-87671008;108
StopPoint:OCETrain TER-87734053;StopPoint:OCETrain TER-87732404;26
StopPoint:OCETrain TER-87732404;StopPoint:OCETrain TER-87641068;46
StopPoint:OCETrain TER-87641068;StopPoint:OCETrain TER-87641050;55
StopPoint:OCETrain TER-87641050;StopPoint:OCETrain TER-87641043;64
StopPoint:OCETrain TER-87641043;StopPoint:OCETrain TER-87641415;79
StopPoint:OCETrain TER-87734129;StopPoint:OCETrain TER-87732404;32
StopPoint:OCETrain TER-87641076;StopPoint:OCETrain TER-87641068;52
StopPoint:OCETrain TER-87734046;StopPoint:OCETrain TER-87734053;13
StopPoint:OCETrain TER-87734103;StopPoint:OCETrain TER-87734111;24
StopPoint:OCETrain TER-87734111;StopPoint:OCETrain TER-87734129;30
StopPoint:OCETrain TER-87641423;StopPoint:OCETrain TER-87641449;12
StopPoint:OCETrain TER-87641449;StopPoint:OCETrain TER-87734038;17
StopPoint:OCETrain TER-87734038;StopPoint:OCETrain TER-87396895;23
StopPoint:OCETrain TER-87396895;StopPoint:OCETrain TER-87734004;26
StopPoint:OCETrain TER-87734475;StopPoint:OCETrain TER-87734459;11
StopPoint:OCETrain TER-87734459;StopPoint:OCETrain TER-87734442;19
StopPoint:OCETrain TER-87734442;StopPoint:OCETrain TER-87734426;27
StopPoint:OCETrain TER-87734426;StopPoint:OCETrain TER-87734087;32
StopPoint:OCETrain TER-87734087;StopPoint:OCETrain TER-87562421;37
StopPoint:OCETrain TER-87562421;StopPoint:OCETrain TER-87734004;45
StopPoint:OCETrain TER-87696336;StopPoint:OCETrain TER-87696351;19
StopPoint:OCETrain TER-87696351;StopPoint:OCETrain TER-87732206;29
StopPoint:OCETrain TER-87732206;StopPoint:OCETrain TER-87732008;38
StopPoint:OCETrain TER-87732008;StopPoint:OCETrain TER-87734053;59
StopPoint:OCETrain TER-87696302;StopPoint:OCETrain TER-87696294;83
StopPoint:OCETrain TER-87696294;StopPoint:OCETrain TER-87696005;98
StopPoint:OCETrain TER-87696260;StopPoint:OCETrain TER-87696294;17
StopPoint:OCETrain TER-87696310;StopPoint:OCETrain TER-87696328;38
StopPoint:OCETrain TER-87734186;StopPoint:OCETrain TER-87734178;4
StopPoint:OCETrain TER-87734178;StopPoint:OCETrain TER-87734160;9
StopPoint:OCETrain TER-87734160;StopPoint:OCETrain TER-87734152;12
StopPoint:OCETrain TER-87734152;StopPoint:OCETrain TER-87782607;17
StopPoint:OCETrain TER-87734269;StopPoint:OCETrain TER-87734251;8
StopPoint:OCETrain TER-87734228;StopPoint:OCETrain TER-87734202;28
StopPoint:OCETrain TER-87734194;StopPoint:OCETrain TER-87734186;45
StopPoint:OCETrain TER-87734699;StopPoint:OCETrain TER-87734673;22
StopPoint:OCETrain TER-87734673;StopPoint:OCETrain TER-87731828;35
StopPoint:OCETrain TER-87731828;StopPoint:OCETrain TER-87734301;53
StopPoint:OCETrain TER-87734301;StopPoint:OCETrain TER-87734293;59
StopPoint:OCETrain TER-87734293;StopPoint:OCETrain TER-87734269;78
StopPoint:OCETrain TER-87734319;StopPoint:OCETrain TER-87734301;8
StopPoint:OCETrain TER-87645135;StopPoint:OCETrain TER-87594796;54
StopPoint:OCETrain TER-87594796;StopPoint:OCETrain TER-87594762;64
StopPoint:OCETrain TER-87594762;StopPoint:OCETrain TER-87594754;70
StopPoint:OCETrain TER-87594754;StopPoint:OCETrain TER-87594747;76
StopPoint:OCETrain TER-87594747;StopPoint:OCETrain TER-87594739;79
StopPoint:OCETrain TER-87594739;StopPoint:OCETrain TER-87594572;85
StopPoint:OCETrain TER-87775288;StopPoint:OCETrain TER-87775361;16
StopPoint:OCETrain TER-87775361;StopPoint:OCETrain TER-87775007;32
StopPoint:OCETrain TER-87775254;StopPoint:OCETrain TER-87775221;66
StopPoint:OCETrain TER-87775221;StopPoint:OCETrain TER-87775213;76
StopPoint:OCETrain TER-87775213;StopPoint:OCETrain TER-87775197;90
StopPoint:OCETrain TER-87775197;StopPoint:OCETrain TER-87775171;109
StopPoint:OCETrain TER-87775171;StopPoint:OCETrain TER-87734368;118
StopPoint:OCETrain TER-87734368;StopPoint:OCETrain TER-87734350;134
StopPoint:OCETrain TER-87734350;StopPoint:OCETrain TER-87734343;153
StopPoint:OCETrain TER-87734343;StopPoint:OCETrain TER-87731885;176
StopPoint:OCETrain TER-87731885;StopPoint:OCETrain TER-87734335;193
StopPoint:OCETrain TER-87734335;StopPoint:OCETrain TER-87734319;218
StopPoint:OCETrain TER-87775379;StopPoint:OCETrain TER-87775361;18
StopPoint:OCETrain TER-87775353;StopPoint:OCETrain TER-87775288;51
StopPoint:OCETrain TER-87775247;StopPoint:OCETrain TER-87775239;86
StopPoint:OCETrain TER-87775239;StopPoint:OCETrain TER-87775221;94
StopPoint:OCETrain TER-80142927;StopPoint:OCETrain TER-80142919;17
StopPoint:OCETrain TER-80142919;StopPoint:OCETrain TER-80142901;21
StopPoint:OCETrain TER-80142901;StopPoint:OCETrain TER-80142893;25
StopPoint:OCETrain TER-80142893;StopPoint:OCETrain TER-80143099;32
StopPoint:OCETrain TER-80143099;StopPoint:OCETrain TER-80142893;6
StopPoint:OCETrain TER-87694851;StopPoint:OCETrain TER-87694695;129
StopPoint:OCETrain TER-87726802;StopPoint:OCETrain TER-87721472;113
StopPoint:OCETrain TER-87721472;StopPoint:OCETrain TER-87723197;156
StopPoint:OCETrain TER-87781161;StopPoint:OCETrain TER-87781005;18
StopPoint:OCETrain TER-87781260;StopPoint:OCETrain TER-87781278;32
StopPoint:OCETrain TER-87781294;StopPoint:OCETrain TER-87773200;49
StopPoint:OCETrain TER-87773531;StopPoint:OCETrain TER-87773515;65
StopPoint:OCETrain TER-87773515;StopPoint:OCETrain TER-87773002;74
StopPoint:OCETrain TER-87773465;StopPoint:OCETrain TER-87773457;86
StopPoint:OCETrain TER-87773424;StopPoint:OCETrain TER-87773408;95
StopPoint:OCETrain TER-87773432;StopPoint:OCETrain TER-87773457;10
StopPoint:OCETrain TER-87775072;StopPoint:OCETrain TER-87775114;12
StopPoint:OCETrain TER-87775130;StopPoint:OCETrain TER-87775114;24
StopPoint:OCETrain TER-87775106;StopPoint:OCETrain TER-87775098;33
StopPoint:OCETrain TER-87775098;StopPoint:OCETrain TER-87775072;37
StopPoint:OCETrain TER-87753251;StopPoint:OCETrain TER-87439554;160
StopPoint:OCETrain TER-87764571;StopPoint:OCETrain TER-87764555;29
StopPoint:OCETrain TER-87764555;StopPoint:OCETrain TER-87764571;8
StopPoint:OCETrain TER-87775346;StopPoint:OCETrain TER-87775353;17
StopPoint:OCETrain TER-87775866;StopPoint:OCETrain TER-87775858;8
StopPoint:OCETrain TER-87775858;StopPoint:OCETrain TER-87775841;16
StopPoint:OCETrain TER-87775841;StopPoint:OCETrain TER-87775833;22
StopPoint:OCETrain TER-87775833;StopPoint:OCETrain TER-87775825;25
StopPoint:OCETrain TER-87775825;StopPoint:OCETrain TER-87775817;31
StopPoint:OCETrain TER-87775817;StopPoint:OCETrain TER-87775809;37
StopPoint:OCETrain TER-87775809;StopPoint:OCETrain TER-87775791;41
StopPoint:OCETrain TER-87775791;StopPoint:OCETrain TER-87775072;50
StopPoint:OCETrain TER-87784512;StopPoint:OCETrain TER-87784520;11
StopPoint:OCETrain TER-87784520;StopPoint:OCETrain TER-87784546;16
StopPoint:OCETrain TER-87784546;StopPoint:OCETrain TER-87784561;25
StopPoint:OCETrain TER-87784561;StopPoint:OCETrain TER-87784611;33
StopPoint:OCETrain TER-87784611;StopPoint:OCETrain TER-87784629;37
StopPoint:OCETrain TER-87784629;StopPoint:OCETrain TER-87784637;42
StopPoint:OCETrain TER-87784637;StopPoint:OCETrain TER-87784660;47
StopPoint:OCETrain TER-87784660;StopPoint:OCETrain TER-87784686;50
StopPoint:OCETrain TER-87615161;StopPoint:OCETrain TER-87598755;3
StopPoint:OCETrain TER-87598755;StopPoint:OCETrain TER-87615146;11
StopPoint:OCETrain TER-87615146;StopPoint:OCETrain TER-87615138;15
StopPoint:OCETrain TER-87615138;StopPoint:OCETrain TER-87615120;19
StopPoint:OCETrain TER-87615120;StopPoint:OCETrain TER-87615286;29
StopPoint:OCETrain TER-87783605;StopPoint:OCETrain TER-87783647;23
StopPoint:OCETrain TER-87783647;StopPoint:OCETrain TER-87783654;29
StopPoint:OCETrain TER-87783654;StopPoint:OCETrain TER-87783670;44
StopPoint:OCETrain TER-87783670;StopPoint:OCETrain TER-87775148;57
StopPoint:OCETrain TER-87775148;StopPoint:OCETrain TER-87775171;73
StopPoint:OCETrain TER-87781583;StopPoint:OCETrain TER-87781575;51
StopPoint:OCETrain TER-87781575;StopPoint:OCETrain TER-87781559;59
StopPoint:OCETrain TER-87781559;StopPoint:OCETrain TER-87781542;65
StopPoint:OCETrain TER-87781542;StopPoint:OCETrain TER-87781534;73
StopPoint:OCETrain TER-87781534;StopPoint:OCETrain TER-87783456;91
StopPoint:OCETrain TER-87783266;StopPoint:OCETrain TER-87783241;233
StopPoint:OCETrain TER-87783241;StopPoint:OCETrain TER-87783266;13
StopPoint:OCETrain TER-87783514;StopPoint:OCETrain TER-87783530;23
StopPoint:OCETrain TER-87783530;StopPoint:OCETrain TER-87783548;26
StopPoint:OCETrain TER-87783548;StopPoint:OCETrain TER-87783563;33
StopPoint:OCETrain TER-87783563;StopPoint:OCETrain TER-87111864;39
StopPoint:OCETrain TER-87111864;StopPoint:OCETrain TER-87783605;50
StopPoint:OCETrain TER-87753202;StopPoint:OCETrain TER-87753251;18
StopPoint:OCETrain TER-87753285;StopPoint:OCETrain TER-87751602;33
StopPoint:OCETrain TER-87751602;StopPoint:OCETrain TER-87751008;42
StopPoint:OCETrain TER-87318964;StopPoint:OCETrain TER-87765008;9
StopPoint:OCETrain TER-87765206;StopPoint:OCETrain TER-87765826;25
StopPoint:OCETrain TER-87765826;StopPoint:OCETrain TER-87765818;35
StopPoint:OCETrain TER-87765818;StopPoint:OCETrain TER-87765735;41
StopPoint:OCETrain TER-87765735;StopPoint:OCETrain TER-87765818;7
StopPoint:OCETrain TER-87765412;StopPoint:OCETrain TER-87765420;10
StopPoint:OCETrain TER-87765420;StopPoint:OCETrain TER-87765438;14
StopPoint:OCETrain TER-87765438;StopPoint:OCETrain TER-87765446;18
StopPoint:OCETrain TER-87765446;StopPoint:OCETrain TER-87765453;22
StopPoint:OCETrain TER-87765453;StopPoint:OCETrain TER-87765479;26
StopPoint:OCETrain TER-87765479;StopPoint:OCETrain TER-87765503;35
StopPoint:OCETrain TER-87765503;StopPoint:OCETrain TER-87753707;40
StopPoint:OCETrain TER-87753707;StopPoint:OCETrain TER-87753715;45
StopPoint:OCETrain TER-87753715;StopPoint:OCETrain TER-87753731;50
StopPoint:OCETrain TER-87753731;StopPoint:OCETrain TER-87753764;56
StopPoint:OCETrain TER-87753764;StopPoint:OCETrain TER-87753004;70
StopPoint:OCETrain TER-87753418;StopPoint:OCETrain TER-87753426;13
StopPoint:OCETrain TER-87753426;StopPoint:OCETrain TER-87753442;22
StopPoint:OCETrain TER-87753442;StopPoint:OCETrain TER-87753459;27
StopPoint:OCETrain TER-87753459;StopPoint:OCETrain TER-87753491;31
StopPoint:OCETrain TER-87753491;StopPoint:OCETrain TER-87753509;35
StopPoint:OCETrain TER-87753509;StopPoint:OCETrain TER-87753541;43
StopPoint:OCETrain TER-87753541;StopPoint:OCETrain TER-87753558;49
StopPoint:OCETrain TER-87753558;StopPoint:OCETrain TER-87753566;54
StopPoint:OCETrain TER-87753566;StopPoint:OCETrain TER-87753574;59
StopPoint:OCETrain TER-87753574;StopPoint:OCETrain TER-87753582;64
StopPoint:OCETrain TER-87753582;StopPoint:OCETrain TER-87751602;75
StopPoint:OCETrain TER-87580340;StopPoint:OCETrain TER-87751008;96
StopPoint:OCETrain TER-87759290;StopPoint:OCETrain TER-87751842;9
StopPoint:OCETrain TER-87751842;StopPoint:OCETrain TER-87759316;12
StopPoint:OCETrain TER-87759316;StopPoint:OCETrain TER-87751826;16
StopPoint:OCETrain TER-87751800;StopPoint:OCETrain TER-87751438;29
StopPoint:OCETrain TER-87751362;StopPoint:OCETrain TER-87751370;9
StopPoint:OCETrain TER-87751743;StopPoint:OCETrain TER-87635581;10
StopPoint:OCETrain TER-87635581;StopPoint:OCETrain TER-87751701;13
StopPoint:OCETrain TER-87751701;StopPoint:OCETrain TER-87751719;17
StopPoint:OCETrain TER-87751719;StopPoint:OCETrain TER-87751081;21
StopPoint:OCETrain TER-87755264;StopPoint:OCETrain TER-87755231;9
StopPoint:OCETrain TER-87755223;StopPoint:OCETrain TER-87755215;21
StopPoint:OCETrain TER-87755215;StopPoint:OCETrain TER-87751784;27
StopPoint:OCETrain TER-87751776;StopPoint:OCETrain TER-87751750;45
StopPoint:OCETrain TER-87755629;StopPoint:OCETrain TER-87755611;6
StopPoint:OCETrain TER-87755611;StopPoint:OCETrain TER-87755314;10
StopPoint:OCETrain TER-87755314;StopPoint:OCETrain TER-87755306;15
StopPoint:OCETrain TER-87755306;StopPoint:OCETrain TER-87742262;19
StopPoint:OCETrain TER-87742262;StopPoint:OCETrain TER-87755009;25
StopPoint:OCETrain TER-87755421;StopPoint:OCETrain TER-87755405;11
StopPoint:OCETrain TER-87755405;StopPoint:OCETrain TER-87755397;18
StopPoint:OCETrain TER-87755397;StopPoint:OCETrain TER-87755389;23
StopPoint:OCETrain TER-87755389;StopPoint:OCETrain TER-87755371;27
StopPoint:OCETrain TER-87755363;StopPoint:OCETrain TER-87755355;37
StopPoint:OCETrain TER-87755355;StopPoint:OCETrain TER-87755330;42
StopPoint:OCETrain TER-87755330;StopPoint:OCETrain TER-87755314;47
StopPoint:OCETrain TER-87725804;StopPoint:OCETrain TER-87725820;12
StopPoint:OCETrain TER-87725820;StopPoint:OCETrain TER-87725838;16
StopPoint:OCETrain TER-87725838;StopPoint:OCETrain TER-87725846;22
StopPoint:OCETrain TER-87725846;StopPoint:OCETrain TER-87743005;30
StopPoint:OCETrain TER-87743005;StopPoint:OCETrain TER-87743112;39
StopPoint:OCETrain TER-87743112;StopPoint:OCETrain TER-87743120;43
StopPoint:OCETrain TER-87743120;StopPoint:OCETrain TER-87743146;48
StopPoint:OCETrain TER-87743146;StopPoint:OCETrain TER-87743716;54
StopPoint:OCETrain TER-87741223;StopPoint:OCETrain TER-87741611;31
StopPoint:OCETrain TER-87741611;StopPoint:OCETrain TER-87741629;39
StopPoint:OCETrain TER-87741629;StopPoint:OCETrain TER-87741645;52
StopPoint:OCETrain TER-87741645;StopPoint:OCETrain TER-87741694;71
StopPoint:OCETrain TER-87741694;StopPoint:OCETrain TER-87741728;78
StopPoint:OCETrain TER-87741728;StopPoint:OCETrain TER-87741769;110
StopPoint:OCETrain TER-87741769;StopPoint:OCETrain TER-87741777;119
StopPoint:OCETrain TER-87741777;StopPoint:OCETrain TER-87741793;126
StopPoint:OCETrain TER-87741793;StopPoint:OCETrain TER-87741777;8
StopPoint:OCETrain TER-87741231;StopPoint:OCETrain TER-87741256;34
StopPoint:OCETrain TER-87741256;StopPoint:OCETrain TER-87741280;42
StopPoint:OCETrain TER-87741280;StopPoint:OCETrain TER-87741306;52
StopPoint:OCETrain TER-87741306;StopPoint:OCETrain TER-87742320;62
StopPoint:OCETrain TER-87742320;StopPoint:OCETrain TER-87742361;72
StopPoint:OCETrain TER-87742361;StopPoint:OCETrain TER-87742320;13
StopPoint:OCETrain TER-87723494;StopPoint:OCETrain TER-87741496;20
StopPoint:OCETrain TER-87741496;StopPoint:OCETrain TER-87741470;36
StopPoint:OCETrain TER-87741454;StopPoint:OCETrain TER-87741439;55
StopPoint:OCETrain TER-87741421;StopPoint:OCETrain TER-87741009;73
StopPoint:OCETrain TER-87741140;StopPoint:OCETrain TER-87741132;14
StopPoint:OCETrain TER-87741116;StopPoint:OCETrain TER-87741108;30
StopPoint:OCETrain TER-87741108;StopPoint:OCETrain TER-87741074;34
StopPoint:OCETrain TER-87741504;StopPoint:OCETrain TER-87743757;57
StopPoint:OCETrain TER-87743757;StopPoint:OCETrain TER-87743740;63
StopPoint:OCETrain TER-87743740;StopPoint:OCETrain TER-87743716;72
StopPoint:OCETrain TER-87747477;StopPoint:OCETrain TER-87747451;32
StopPoint:OCETrain TER-87747451;StopPoint:OCETrain TER-87417501;36
StopPoint:OCETrain TER-87417501;StopPoint:OCETrain TER-87747402;43
StopPoint:OCETrain TER-87725895;StopPoint:OCETrain TER-87747006;54
StopPoint:OCETrain TER-87745000;StopPoint:OCETrain TER-87745414;15
StopPoint:OCETrain TER-87745414;StopPoint:OCETrain TER-87745430;24
StopPoint:OCETrain TER-87745430;StopPoint:OCETrain TER-87745497;46
StopPoint:OCETrain TER-87745828;StopPoint:OCETrain TER-87745000;90
StopPoint:OCETrain TER-82006030;StopPoint:OCETrain TER-82002501;88
StopPoint:OCETrain TER-82002501;StopPoint:OCETrain TER-82001000;92
StopPoint:OCETrain TER-87761742;StopPoint:OCETrain TER-87761759;60
StopPoint:OCETrain TER-87747691;StopPoint:OCETrain TER-87747329;68
StopPoint:OCETrain TER-87747352;StopPoint:OCETrain TER-87747006;88
StopPoint:OCETrain TER-87191098;StopPoint:OCETrain TER-87192039;57
StopPoint:OCETrain TER-87191163;StopPoint:OCETrain TER-82006030;90
StopPoint:OCETrain TER-87747204;StopPoint:OCETrain TER-87747212;13
StopPoint:OCETrain TER-87747212;StopPoint:OCETrain TER-87747220;18
StopPoint:OCETrain TER-87747220;StopPoint:OCETrain TER-87747246;25
StopPoint:OCETrain TER-87747279;StopPoint:OCETrain TER-87747287;36
StopPoint:OCETrain TER-87747337;StopPoint:OCETrain TER-87747006;58
StopPoint:OCETrain TER-87747519;StopPoint:OCETrain TER-87747535;16
StopPoint:OCETrain TER-87747535;StopPoint:OCETrain TER-87747568;22
StopPoint:OCETrain TER-87747568;StopPoint:OCETrain TER-87747576;25
StopPoint:OCETrain TER-87747576;StopPoint:OCETrain TER-87747592;48
StopPoint:OCETrain TER-87747592;StopPoint:OCETrain TER-87747626;64
StopPoint:OCETrain TER-87747626;StopPoint:OCETrain TER-87747667;97
StopPoint:OCETrain TER-87747667;StopPoint:OCETrain TER-87763250;122
StopPoint:OCETrain TER-87763250;StopPoint:OCETrain TER-87763300;131
StopPoint:OCETrain TER-87725713;StopPoint:OCETrain TER-87725721;9
StopPoint:OCETrain TER-87725721;StopPoint:OCETrain TER-87725739;13
StopPoint:OCETrain TER-87725739;StopPoint:OCETrain TER-87721357;20
StopPoint:OCETrain TER-87721340;StopPoint:OCETrain TER-87721332;31
StopPoint:OCETrain TER-87721324;StopPoint:OCETrain TER-87721282;42
StopPoint:OCETrain TER-87721001;StopPoint:OCETrain TER-87722025;60
StopPoint:OCETrain TER-87721290;StopPoint:OCETrain TER-87721282;47
StopPoint:OCETrain TER-87721266;StopPoint:OCETrain TER-87721241;55
StopPoint:OCETrain TER-87721241;StopPoint:OCETrain TER-87721225;59
StopPoint:OCETrain TER-87721225;StopPoint:OCETrain TER-87721001;66
StopPoint:OCETrain TER-87282624;StopPoint:OCETrain TER-87722025;71
StopPoint:OCETrain TER-87764290;StopPoint:OCETrain TER-87764001;17
StopPoint:OCETrain TER-87761262;StopPoint:OCETrain TER-87761247;35
StopPoint:OCETrain TER-87765180;StopPoint:OCETrain TER-87765107;21
StopPoint:OCETrain TER-87765198;StopPoint:OCETrain TER-87765206;141
StopPoint:OCETrain TER-87722207;StopPoint:OCETrain TER-87722231;7
StopPoint:OCETrain TER-87722231;StopPoint:OCETrain TER-87722249;11
StopPoint:OCETrain TER-87722249;StopPoint:OCETrain TER-87722264;16
StopPoint:OCETrain TER-87722264;StopPoint:OCETrain TER-87722298;21
StopPoint:OCETrain TER-87722298;StopPoint:OCETrain TER-87722439;24
StopPoint:OCETrain TER-87722439;StopPoint:OCETrain TER-87722405;27
StopPoint:OCETrain TER-87722405;StopPoint:OCETrain TER-87726331;38
StopPoint:OCETrain TER-87726331;StopPoint:OCETrain TER-87726307;46
StopPoint:OCETrain TER-87726307;StopPoint:OCETrain TER-87726000;59
StopPoint:OCETrain TER-87726000;StopPoint:OCETrain TER-87726901;62
StopPoint:OCETrain TER-87726901;StopPoint:OCETrain TER-87726174;65
StopPoint:OCETrain TER-87726174;StopPoint:OCETrain TER-87726190;69
StopPoint:OCETrain TER-87726190;StopPoint:OCETrain TER-87726703;73
StopPoint:OCETrain TER-87726703;StopPoint:OCETrain TER-87726711;78
StopPoint:OCETrain TER-87726711;StopPoint:OCETrain TER-87726729;82
